sample,image name,species,otolith label,otolith length,fish length(FL)mm,fish weight(FW)gr
7,5.1.jpg,Blue Whiting,12,6.33,111.96,9.51
7,5.1.jpg,Blue Whiting,13,6.32,111.64,9.45
7,5.1.jpg,Blue Whiting,14,6.37,112.89,9.7
7,5 same size.jpg,Blue Whiting,1,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,2,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,3,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,4,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,5,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,6,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,7,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,8,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,9,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,10,6.21,108.71,8.89
7,5 same size.jpg,Blue Whiting,11,6.21,108.71,8.89
7,6.jpg,Blue Whiting,1,5.27,83.74,5
7,6.jpg,Blue Whiting,2,5.38,86.55,5.36
7,6.jpg,Blue Whiting,3,5.33,85.17,5.18
7,6.jpg,Blue Whiting,4,6.27,110.23,9.18
7,6.jpg,Blue Whiting,5,5.24,82.83,4.89
7,7.jpg,Blue Whiting,6,5.79,97.54,6.95
7,7.jpg,Blue Whiting,7,5.89,100.17,7.38
7,7.jpg,Blue Whiting,9,5.53,90.49,5.9
7,7.jpg,Blue Whiting,10,5.74,96.16,6.73
7,7.jpg,Blue Whiting,12,5.78,97.25,6.9
7,7.jpg,Blue Whiting,13,5.31,84.64,5.11
7,8.jpg,Whiting,16,5.78,108.02,9.4
7,9.jpg,Blue Whiting,18,5.73,95.81,6.68
7,9.jpg,Blue Whiting,20,5.28,84,5.03
7,9.jpg,Blue Whiting,23,5.21,81.95,4.78
7,10.jpg,Blue Whiting,27,4.44,61.58,2.73
7,11.jpg,Blue Whiting,30,5.69,94.91,6.54
7,11.jpg,Blue Whiting,31,5.63,93.31,6.3
7,11.jpg,Blue Whiting,32,5.16,80.62,4.62
7,11.jpg,Blue Whiting,33,5.29,84.21,5.06
7,11.jpg,Blue Whiting,35,4.99,76.21,4.12
7,11.jpg,Blue Whiting,36,5.1,79.16,4.45
7,11.jpg,Blue Whiting,37,5.51,90.01,5.83
7,12.jpg,Blue Whiting,38,5.01,76.82,4.19
7,12.jpg,Blue Whiting,39,4.92,74.24,3.91
7,12.jpg,Blue Whiting,41,4.84,72.11,3.69
7,14.jpg,Blue Whiting,1,5.78,97.35,6.92
7,14.jpg,Blue Whiting,2,6.26,110.07,9.14
7,14.jpg,Blue Whiting,4,6.44,114.72,10.07
7,14.jpg,Blue Whiting,6,3.2,28.73,0.87
7,14.jpg,Blue Whiting,7,2.95,21.84,0.65
7,1.jpg,Whiting,1,8.58,156.53,30.2
7,14.jpg,Whiting,5,8.66,157.97,31.07
8,1.jpg,Norway Pout,1,4.37,99.64,6.62
8,1.jpg,Norway Pout,2,4.15,94.53,5.58
8,1.jpg,Norway Pout,3,4.4,100.21,6.74
8,1.jpg,Norway Pout,4,4.24,96.67,6
8,1.jpg,Norway Pout,5,4,91.15,4.96
8,1.jpg,Norway Pout,6,4.18,95.35,5.74
8,1.jpg,Norway Pout,7,4.2,95.78,5.82
8,1 same size.jpg,Norway Pout,1,4.22,96.22,5.91
8,1 same size.jpg,Norway Pout,2,4.22,96.22,5.91
8,1 same size.jpg,Norway Pout,3,4.22,96.22,5.91
8,1 same size.jpg,Norway Pout,4,4.22,96.22,5.91
8,3.jpg,Blue Whiting,3,4.5,63.12,2.86
8,3.jpg,Norway Pout,6,4.6,104.97,7.83
8,4.jpg,Norway Pout,2,4.37,99.59,6.61
8,4.jpg,Norway Pout,3,4.3,98.13,6.3
8,4.jpg,Blue Whiting,7,4.28,57.24,2.4
8,4.jpg,Blue Whiting,8,4.07,51.68,2.01
8,4.jpg,Norway Pout,9,4.35,99.13,6.51
8,4.jpg,Norway Pout,11,4.23,96.54,5.97
8,4.jpg,Norway Pout,12,4.22,96.12,5.89
8,5.jpg,Norway Pout,1,4.43,101.05,6.92
8,5.jpg,Norway Pout,2,4.86,110.85,9.35
8,5.jpg,Norway Pout,3,4.58,104.4,7.7
8,5.jpg,Blue Whiting,4,4.68,68.07,3.3
8,5.jpg,Norway Pout,5,4.44,101.14,6.95
8,5.jpg,Norway Pout,6,4.53,103.35,7.45
8,5.jpg,Blue Whiting,7,4.56,64.74,3
8,5.jpg,Norway Pout,8,4.76,108.48,8.72
8,5.jpg,Norway Pout,9,4.9,111.61,9.55
8,5.jpg,Norway Pout,10,5.07,115.55,10.69
8,6.jpg,Blue Whiting,1,6.83,125.2,12.41
8,6.jpg,Blue Whiting,2,5.66,94.14,6.43
8,6.jpg,Blue Whiting,3,6.65,120.39,11.29
8,6.jpg,Blue Whiting,4,6.74,122.76,11.83
8,6.jpg,Blue Whiting,5,5.46,88.63,5.64
8,6.jpg,Blue Whiting,6,5.39,86.87,5.4
8,6.jpg,Blue Whiting,7,4.62,66.26,3.13
8,4.jpg,Unidentified Gadidae,10,4.23,67.91,3.94
8,2.jpg,Norway Pout,1,4.45,101.37,7
8,2.jpg,Norway Pout,2,4.22,96.19,5.9
8,2.jpg,Norway Pout,3,4.3,98.04,6.28
8,2.jpg,Norway Pout,4,4.08,93,5.29
8,2.jpg,Norway Pout,5,3.75,85.45,4.02
8,2.jpg,Norway Pout,6,4.13,94.26,5.53
8,2.jpg,Norway Pout,7,3.63,82.76,3.63
8,2.jpg,Norway Pout,8,4.25,96.81,6.03
8,2.jpg,Norway Pout,9,4.07,92.8,5.25
8,2.jpg,Norway Pout,10,4.37,99.57,6.6
8,2.jpg,Norway Pout,11,4.64,105.68,8.01
8,3.jpg,Norway Pout,1,4.49,102.26,7.2
8,3.jpg,Norway Pout,2,4.91,111.9,9.64
8,3.jpg,Norway Pout,4,4.18,95.37,5.74
8,3.jpg,Norway Pout,5,4.74,108.14,8.63
8,3.jpg,Norway Pout,7,4.6,104.95,7.83
8,3.jpg,Norway Pout,8,4.34,99.02,6.48
8,4.jpg,Norway Pout,1,4.68,106.61,8.24
8,4.jpg,Norway Pout,4,4.58,104.36,7.69
8,4.jpg,Norway Pout,5,4.06,92.57,5.21
8,4.jpg,Norway Pout,6,4.02,91.63,5.04
9,4.jpg,Ballan Wrasse,2,2.7,152.28,45.28
9,2.jpg,Snake Blenny,2,2.89,294.37,28.14
9,2.jpg,Snake Blenny,3,2.82,279.67,25.42
9,1.jpg,Vahl's Eelpout,1,2.71,123.54,6.89
9,1.jpg,Vahl's Eelpout,2,2.64,120.63,6.52
9,1.jpg,Vahl's Eelpout,3,2.89,130.18,7.78
9,1.jpg,Vahl's Eelpout,4,2.56,117.92,6.18
9,1.jpg,Vahl's Eelpout,5,2.86,129.24,7.65
9,1.jpg,Vahl's Eelpout,6,2.74,124.52,7.02
9,1.jpg,Vahl's Eelpout,7,2.37,110.78,5.33
9,1.jpg,Vahl's Eelpout,8,2.33,109.24,5.15
9,1.jpg,Vahl's Eelpout,9,2.22,105.12,4.7
9,1.jpg,Vahl's Eelpout,10,2.8,126.75,7.32
9,2.jpg,Vahl's Eelpout,1,2.57,118.18,6.21
9,2.jpg,Vahl's Eelpout,4,2.77,125.77,7.19
9,3.jpg,Vahl's Eelpout,3,2.71,123.28,6.86
9,4.jpg,Vahl's Eelpout,1,2.4,111.77,5.44
9,3.jpg,Unidentified otoliths,1,2.66,n/a,n/a
9,3.jpg,Unidentified otoliths,2,2.65,n/a,n/a
9,5.jpg,Unidentified otoliths,1,1.92,n/a,n/a
9,5.jpg,Unidentified otoliths,2,2.18,n/a,n/a
9,5.jpg,Unidentified otoliths,4,2.13,n/a,n/a
9,5.jpg,Unidentified otoliths,5,2.05,n/a,n/a
10,1.jpg,Topknot,1,2.61,228.77,265.88
11,1.jpg,Whiting,1,6.22,115.71,11.69
11,1.jpg,Whiting,2,6.09,113.46,10.99
11,2.jpg,Blue Whiting,1,3.69,41.65,1.43
11,3.jpg,Sandeel,1,1.86,105.17,3.28
11,3.jpg,Sandeel,2,1.52,87.52,1.89
11,3.jpg,Sandeel,3,1.77,100.49,2.86
11,3.jpg,Sandeel,4,1.83,103.87,3.16
11,3.jpg,Sandeel,5,1.53,88.3,1.94
11,3.jpg,Sandeel,6,1.6,91.88,2.19
11,3.jpg,Sandeel,7,1.52,87.83,1.91
11,3.jpg,Sandeel,8,1.67,95.51,2.46
11,3.jpg,Sandeel,9,1.76,100.29,2.85
11,3.jpg,Sandeel,10,1.56,89.54,2.03
11,3.jpg,Sandeel,11,1.64,93.95,2.34
11,3.jpg,Sandeel,12,1.59,91.36,2.15
11,3.jpg,Sandeel,13,1.58,90.58,2.1
11,3.jpg,Sandeel,14,1.5,86.64,1.84
11,3.jpg,Sandeel,15,1.59,91.41,2.16
11,3.jpg,Sandeel,16,1.6,91.57,2.17
11,3.jpg,Sandeel,17,1.62,92.76,2.26
11,3.jpg,Sandeel,18,2.18,122.03,5.07
11,3.jpg,Sandeel,19,2.45,135.69,6.9
11,3.jpg,Sandeel,20,1.61,92.24,2.22
11,3.jpg,Sandeel,21,1.75,99.66,2.79
11,4.jpg,Sandeel,22,2.03,113.99,4.15
11,4.jpg,Sandeel,23,1.9,107.61,3.51
11,4.jpg,Sandeel,24,1.96,110.62,3.8
11,4.jpg,Sandeel,25,1.57,90.06,2.06
11,4.jpg,Sandeel,26,1.58,91,2.13
11,4.jpg,Sandeel,27,1.87,105.63,3.32
11,4.jpg,Sandeel,28,1.67,95.51,2.46
11,4.jpg,Sandeel,29,1.67,95.2,2.44
11,4.jpg,Sandeel,30,1.75,99.35,2.77
11,4.jpg,Sandeel,31,1.73,98.57,2.7
11,4.jpg,Sandeel,32,1.54,88.5,1.96
11,4.jpg,Sandeel,33,1.53,88.19,1.94
11,4.jpg,Sandeel,34,1.93,108.9,3.63
11,4.jpg,Sandeel,35,1.64,94.06,2.35
11,4.jpg,Sandeel,36,1.61,92.5,2.24
11,4.jpg,Sandeel,37,1.77,100.39,2.85
11,4.jpg,Sandeel,38,1.75,99.82,2.81
11,4.jpg,Sandeel,39,1.66,94.89,2.41
11,4.jpg,Sandeel,40,1.7,96.76,2.56
11,4.jpg,Sandeel,41,1.63,93.59,2.32
11,4.jpg,Sandeel,42,1.63,93.28,2.29
11,4.jpg,Sandeel,43,1.73,98.52,2.7
11,4.jpg,Sandeel,44,1.85,104.8,3.24
11,4.jpg,Sandeel,45,1.9,107.14,3.46
11,4.jpg,Sandeel,46,1.82,103.04,3.08
11,5.jpg,Sandeel,47,1.54,88.56,1.96
11,5.jpg,Sandeel,48,1.44,83.31,1.63
11,5.jpg,Sandeel,49,1.55,89.33,2.01
11,5.jpg,Sandeel,50,1.6,91.77,2.18
11,5.jpg,Sandeel,51,1.59,91.51,2.17
11,5.jpg,Sandeel,52,1.47,84.87,1.73
11,5.jpg,Sandeel,53,1.68,96.03,2.5
11,5.jpg,Sandeel,54,1.48,85.75,1.78
11,5.jpg,Sandeel,55,1.52,87.47,1.89
11,5.jpg,Sandeel,56,1.52,87.62,1.9
11,5.jpg,Sandeel,57,1.57,90.42,2.09
11,5.jpg,Sandeel,58,1.51,87.26,1.88
11,5.jpg,Sandeel,59,1.51,87,1.86
11,5.jpg,Sandeel,60,1.52,87.73,1.91
11,5.jpg,Sandeel,61,1.55,89.07,2
11,5.jpg,Sandeel,62,1.42,82.27,1.57
11,5.jpg,Sandeel,63,1.53,88.24,1.94
11,5.jpg,Sandeel,64,1.54,88.92,1.99
11,5.jpg,Sandeel,65,1.57,90.27,2.08
11,5.jpg,Sandeel,66,1.57,90.42,2.09
11,5.jpg,Sandeel,67,1.45,83.83,1.66
11,5.jpg,Sandeel,68,1.43,83.05,1.62
11,5.jpg,Sandeel,69,1.44,83.31,1.63
11,5.jpg,Sandeel,70,1.45,83.94,1.67
11,5.jpg,Sandeel,71,1.52,87.62,1.9
11,5.jpg,Sandeel,72,1.47,84.97,1.73
11,5.jpg,Sandeel,73,1.62,92.81,2.26
11,5.jpg,Sandeel,74,1.58,90.53,2.1
11,5.jpg,Sandeel,75,1.51,87,1.86
11,5.jpg,Sandeel,76,1.51,87.21,1.87
11,5.jpg,Sandeel,77,1.49,85.91,1.79
11,5.jpg,Sandeel,78,1.52,87.88,1.92
11,5.jpg,Sandeel,79,1.68,95.98,2.5
11,5.jpg,Sandeel,80,1.57,90.32,2.08
11,6.jpg,Sandeel,81,1.43,83.21,1.63
11,6.jpg,Sandeel,82,1.26,74.33,1.15
11,6.jpg,Sandeel,83,1.43,82.74,1.6
11,6.jpg,Sandeel,84,1.35,78.75,1.38
11,6.jpg,Sandeel,85,1.32,77.5,1.31
11,6.jpg,Sandeel,86,1.31,76.93,1.28
11,6.jpg,Sandeel,87,1.39,80.77,1.49
11,6.jpg,Sandeel,88,1.27,74.85,1.18
11,6.jpg,Sandeel,89,1.51,87.1,1.87
11,6.jpg,Sandeel,90,1.35,79,1.39
11,6.jpg,Sandeel,91,1.5,86.38,1.82
11,6.jpg,Sandeel,92,1.37,79.78,1.43
11,6.jpg,Sandeel,93,1.42,82.64,1.59
11,6.jpg,Sandeel,94,1.48,85.75,1.78
11,6.jpg,Sandeel,95,1.45,84.25,1.69
11,6.jpg,Sandeel,96,1.55,89.28,2.01
11,6.jpg,Sandeel,97,1.62,92.6,2.24
11,6.jpg,Sandeel,98,1.49,85.96,1.79
11,6.jpg,Sandeel,99,1.48,85.39,1.76
11,6.jpg,Sandeel,100,1.48,85.49,1.76
11,6.jpg,Sandeel,101,1.25,73.81,1.13
11,6.jpg,Sandeel,102,1.46,84.66,1.71
11,6.jpg,Sandeel,103,1.37,79.63,1.42
11,6.jpg,Sandeel,104,1.56,89.96,2.06
11,6.jpg,Sandeel,105,1.4,81.65,1.54
11,6.jpg,Sandeel,106,1.46,84.35,1.69
11,6.jpg,Sandeel,107,1.37,79.94,1.44
11,6.jpg,Sandeel,108,1.43,83.11,1.62
11,6.jpg,Sandeel,109,1.44,83.68,1.65
11,6.jpg,Sandeel,110,1.49,85.96,1.79
11,6.jpg,Sandeel,111,1.58,90.89,2.12
11,6.jpg,Sandeel,112,1.4,81.55,1.53
11,6.jpg,Sandeel,113,1.53,88.04,1.93
11,6.jpg,Sandeel,114,1.44,83.68,1.65
11,6.jpg,Sandeel,115,1.44,83.26,1.63
11,6.jpg,Sandeel,116,1.48,85.8,1.78
11,6.jpg,Sandeel,117,1.49,86.22,1.81
11,6.jpg,Sandeel,118,1.49,85.91,1.79
11,6.jpg,Sandeel,119,1.56,89.91,2.05
11,6.jpg,Sandeel,120,1.3,76.05,1.24
11,6.jpg,Sandeel,121,1.36,79.47,1.41
11,6.jpg,Sandeel,122,1.57,90.42,2.09
11,7.jpg,Sandeel,123,1.41,81.81,1.54
11,7.jpg,Sandeel,124,1.54,88.76,1.98
11,7.jpg,Sandeel,125,1.34,78.49,1.36
11,7.jpg,Sandeel,126,1.43,82.74,1.6
11,7.jpg,Sandeel,127,1.41,81.96,1.55
11,7.jpg,Sandeel,128,1.31,76.82,1.28
11,7.jpg,Sandeel,129,1.51,87.05,1.86
11,7.jpg,Sandeel,130,1.5,86.58,1.83
11,7.jpg,Sandeel,131,1.46,84.45,1.7
11,7.jpg,Sandeel,132,1.37,79.99,1.44
11,7.jpg,Sandeel,133,1.54,88.71,1.97
11,7.jpg,Sandeel,134,1.57,90.27,2.08
11,7.jpg,Sandeel,135,1.57,90.11,2.07
11,7.jpg,Sandeel,136,1.38,80.15,1.45
11,7.jpg,Sandeel,137,1.43,83.21,1.63
11,7.jpg,Sandeel,138,1.44,83.31,1.63
11,7.jpg,Sandeel,139,1.53,87.93,1.92
11,7.jpg,Sandeel,140,1.48,85.8,1.78
11,7.jpg,Sandeel,141,1.49,85.96,1.79
11,7.jpg,Sandeel,142,1.47,85.13,1.74
11,7.jpg,Sandeel,143,1.53,88.04,1.93
11,7.jpg,Sandeel,144,1.69,96.55,2.54
11,7.jpg,Sandeel,145,1.68,95.87,2.49
11,8.jpg,Sandeel,146,1.2,70.8,0.99
11,8.jpg,Sandeel,147,1.19,70.75,0.99
11,8.jpg,Sandeel,148,1.2,71.22,1.01
11,8.jpg,Sandeel,149,1.23,72.67,1.08
11,8.jpg,Sandeel,151,1.26,74.02,1.14
11,8.jpg,Sandeel,152,1.09,65.25,0.77
11,8.jpg,Sandeel,153,1.23,72.36,1.06
12,1.jpg,Blue Whiting,1,4.69,68.28,3.32
12,1.jpg,Blue Whiting,3,4.3,57.99,2.45
12,1.jpg,Whiting,6,3.89,75.33,2.92
12,1.jpg,Blue Whiting,7,3.95,48.62,1.82
12,1.jpg,Norway Pout,2,4.03,91.88,5.09
13,0,empty,,,,
14,1.jpg,Bass,1,7.7,228.27,110.02
15,1.jpg,Norway Pout,1,4,91.22,4.97
15,1.jpg,Norway Pout,2,3.82,87.14,4.29
15,1.jpg,Norway Pout,3,3.93,89.49,4.67
15,1.jpg,Norway Pout,4,4.08,92.98,5.29
15,1.jpg,Norway Pout,5,3.96,90.24,4.8
15,1.jpg,Norway Pout,6,4.16,94.85,5.64
15,1.jpg,Norway Pout,7,3.76,85.64,4.05
15,1.jpg,Norway Pout,8,3.5,79.69,3.21
15,1.jpg,Norway Pout,9,3.59,81.94,3.51
15,1.jpg,Norway Pout,10,3.59,81.94,3.51
15,1.jpg,Norway Pout,11,3.8,86.62,4.2
15,1.jpg,Norway Pout,12,3.88,88.4,4.49
15,1.jpg,Norway Pout,13,4,91.11,4.95
15,1.jpg,Norway Pout,14,3.86,88.01,4.43
15,1.jpg,Norway Pout,15,3.87,88.19,4.46
15,2.jpg,Norway Pout,16,3.73,85.02,3.96
15,2.jpg,Norway Pout,17,3.56,81.15,3.4
15,2.jpg,Norway Pout,18,3.72,84.77,3.92
15,2.jpg,Norway Pout,19,3.65,83.24,3.7
15,2.jpg,Norway Pout,20,2.94,67.1,1.84
15,2.jpg,Norway Pout,21,3.6,82.1,3.53
15,2.jpg,Norway Pout,22,3.47,79,3.12
15,2.jpg,Norway Pout,23,3.69,84.02,3.81
15,2.jpg,Norway Pout,24,3.42,77.98,2.99
15,2.jpg,Norway Pout,25,3.37,76.93,2.86
15,2.jpg,Norway Pout,26,3.45,78.59,3.07
15,2.jpg,Norway Pout,27,3.54,80.73,3.35
15,2 same age class.jpg,Norway Pout,1,3.51,80.05,3.26
15,2 same age class.jpg,Norway Pout,2,3.51,80.05,3.26
15,2 same age class.jpg,Norway Pout,3,3.51,80.05,3.26
15,2 same age class.jpg,Norway Pout,4,3.51,80.05,3.26
15,2 same age class.jpg,Norway Pout,5,3.51,80.05,3.26
15,2 same age class.jpg,Norway Pout,6,3.51,80.05,3.26
15,2 same age class.jpg,Unidentified Gadidae,7,3.51,48.47,1.92
15,2 same age class.jpg,Unidentified Gadidae,8,3.51,48.47,1.92
15,2 same age class.jpg,Unidentified Gadidae,9,3.51,48.47,1.92
15,2 same age class.jpg,Unidentified Gadidae,10,3.51,48.47,1.92
15,2 same age class.jpg,Unidentified Gadidae,11,3.51,48.47,1.92
15,3.jpg,Unidentified Gadidae,28,3.28,42.19,1.47
15,3.jpg,Norway Pout,29,3.54,80.67,3.34
15,3.jpg,Norway Pout,30,3.2,72.85,2.4
15,3.jpg,Norway Pout,31,3.4,77.47,2.93
15,3.jpg,Norway Pout,32,3.28,74.67,2.6
15,3.jpg,Norway Pout,33,3.7,84.38,3.86
15,3.jpg,Norway Pout,34,3.49,79.53,3.19
15,3.jpg,Norway Pout,35,3.29,75.06,2.64
15,3.jpg,Norway Pout,36,3.15,71.82,2.29
15,3.jpg,Norway Pout,37,3.48,79.28,3.15
15,3.jpg,Norway Pout,38,3.38,76.97,2.87
15,3.jpg,Norway Pout,39,3.5,79.73,3.21
15,3.jpg,Norway Pout,40,3.52,80.26,3.28
15,3.jpg,Norway Pout,41,3.29,75.03,2.64
15,3.jpg,Norway Pout,42,3.33,75.92,2.74
15,4.jpg,Norway Pout,43,4.3,98.06,6.28
15,4.jpg,Norway Pout,44,4.07,92.82,5.26
15,4.jpg,Unidentified Gadidae,45,4.65,79.65,5.72
15,4.jpg,Norway Pout,46,4.09,93.16,5.32
15,4.jpg,Norway Pout,47,4,91.25,4.98
15,4.jpg,Norway Pout,48,4.09,93.18,5.33
15,4.jpg,Norway Pout,49,4.15,94.69,5.61
15,4.jpg,Norway Pout,50,4.37,99.52,6.59
15,4.jpg,Norway Pout,51,3.81,86.8,4.23
15,4.jpg,Norway Pout,52,3.77,85.84,4.08
15,4.jpg,Norway Pout,53,4.04,92.04,5.12
15,4.jpg,Norway Pout,54,3.58,81.58,3.46
15,4.jpg,Norway Pout,55,3.47,79.21,3.15
15,4.jpg,Norway Pout,56,4.12,94,5.48
15,4.jpg,Norway Pout,57,3.92,89.38,4.65
15,4.jpg,Norway Pout,58,4.33,98.82,6.44
15,4.jpg,Unidentified Gadidae,59,4.35,71.22,4.39
15,4.jpg,Norway Pout,60,4.12,93.96,5.47
15,4.jpg,Norway Pout,61,4,91.22,4.97
15,4.jpg,Norway Pout,62,3.98,90.65,4.87
15,4.jpg,Norway Pout,63,4.01,91.31,4.99
15,4.jpg,Norway Pout,64,3.86,88.08,4.44
15,5.jpg,Norway Pout,65,4.1,93.48,5.38
15,5.jpg,Norway Pout,66,4.71,107.32,8.42
15,5.jpg,Norway Pout,67,4.29,97.81,6.23
15,5.jpg,Norway Pout,68,4.45,101.44,7.01
15,5.jpg,Norway Pout,69,4.32,98.43,6.36
15,5.jpg,Norway Pout,71,4.67,106.54,8.22
15,6.jpg,Norway Pout,72,3.73,85.02,3.96
15,6.jpg,Norway Pout,73,3.71,84.66,3.9
15,6.jpg,Norway Pout,75,4.02,91.68,5.05
15,6.jpg,Norway Pout,76,3.83,87.32,4.32
15,7.jpg,Blue Whiting,77,6.48,115.87,10.31
15,7.jpg,Blue Whiting,78,4.73,69.42,3.43
15,8.jpg,Norway Pout,79,3.76,85.71,4.06
15,8.jpg,Norway Pout,80,3.87,88.33,4.48
15,8.jpg,Norway Pout,81,3.79,86.39,4.17
15,8.jpg,Norway Pout,82,3.7,84.43,3.87
15,8.jpg,Norway Pout,83,3.81,86.91,4.25
15,8.jpg,Norway Pout,84,3.69,84.18,3.83
15,8.jpg,Norway Pout,85,3.6,82.03,3.52
15,8.jpg,Norway Pout,86,3.73,85.07,3.96
15,8.jpg,Norway Pout,87,3.85,87.76,4.38
15,8.jpg,Norway Pout,88,3.93,89.6,4.69
15,8.jpg,Norway Pout,89,3.76,85.8,4.08
15,8.jpg,Norway Pout,90,3.57,81.3,3.42
15,8.jpg,Norway Pout,91,3.74,85.25,3.99
15,8.jpg,Norway Pout,92,3.87,88.17,4.45
15,8.jpg,Norway Pout,93,3.62,82.47,3.58
15,9.jpg,Norway Pout,94,3.11,70.98,2.2
15,9.jpg,Norway Pout,95,2.82,64.27,1.6
15,9.jpg,Norway Pout,96,3.33,75.99,2.75
15,9.jpg,Unidentified Gadidae,98,2.79,29.35,0.8
15,9.jpg,Unidentified Gadidae,99,3.36,44.37,1.62
15,9.jpg,Unidentified Gadidae,100,2.73,27.83,0.74
15,9.jpg,Norway Pout,101,2.82,64.27,1.6
15,9.jpg,Unidentified Gadidae,102,2.86,31.4,0.89
15,9.jpg,Norway Pout,103,2.99,68.19,1.94
15,9.jpg,Unidentified Gadidae,104,2.94,33.28,0.97
15,9.jpg,Norway Pout,105,3.13,71.36,2.24
15,9.jpg,Norway Pout,106,3.09,70.45,2.15
15,9.jpg,Unidentified Gadidae,107,2.77,29.02,0.79
15,9.jpg,Norway Pout,108,2.77,63.25,1.52
15,9.jpg,Norway Pout,110,3.11,70.79,2.19
15,9.jpg,Unidentified Gadidae,111,2.11,12.11,0.28
15,9.jpg,Unidentified Gadidae,112,2.27,16.28,0.38
15,9.jpg,Norway Pout,113,2.96,67.51,1.87
15,9.jpg,Norway Pout,114,3.19,72.69,2.38
15,9.jpg,Norway Pout,115,3.06,69.81,2.09
15,9.jpg,Norway Pout,116,3.21,73.19,2.43
15,9.jpg,Unidentified Gadidae,117,2.68,26.67,0.69
15,9.jpg,Unidentified Gadidae,118,2.92,32.94,0.96
15,5.jpg,Norway Pout,70,4.43,101.05,6.92
15,6.jpg,Norway Pout,74,3.93,89.54,4.68
16,1.jpg,Blue Whiting,1,4.71,68.79,3.37
17,3.jpg,Blue Whiting,1,6.06,104.62,8.14
17,3.jpg,Blue Whiting,2,6,103.05,7.86
17,3.jpg,Blue Whiting,3,5.86,99.43,7.25
17,4.jpg,Blue Whiting,1,3.65,40.59,1.38
17,4.jpg,Whiting,2,4.32,82.82,3.99
17,4.jpg,Blue Whiting,3,3.76,43.49,1.52
17,4.jpg,Whiting,4,4.35,83.39,4.08
17,4.jpg,Blue Whiting,6,3.42,34.53,1.1
17,2.jpg,Haddock/Pollack/Saithe,1,10.12,269.9,176.13
17,2.jpg,Haddock/Pollack/Saithe,2,7.95,191.55,60.82
17,2.jpg,Haddock/Pollack/Saithe,3,9,228.52,105.12
17,6.jpg,Haddock/Pollack/Saithe,5,7.4,173.33,44.61
17,1.jpg,Hake,1,9.84,218.14,67.73
17,1.jpg,Hake,2,8.06,170.92,34.36
17,1.jpg,Hake,3,10.59,238.25,87.19
17,5.jpg,Vahl's Eelpout,1,3.42,150.34,10.81
17,5.jpg,Vahl's Eelpout,2,2.69,122.86,6.8
17,5.jpg,Vahl's Eelpout,3,2.65,121.24,6.6
17,5.jpg,Vahl's Eelpout,4,2.44,113.39,5.63
17,5.jpg,Vahl's Eelpout,5,2.47,114.33,5.74
17,5.jpg,Vahl's Eelpout,6,2.77,125.88,7.2
17,5.jpg,Vahl's Eelpout,7,2.59,119.05,6.32
17,5.jpg,Vahl's Eelpout,8,2.42,112.6,5.54
17,5.jpg,Vahl's Eelpout,9,2.57,118.33,6.23
17,5.jpg,Vahl's Eelpout,10,2.8,126.9,7.34
17,5.jpg,Vahl's Eelpout,11,3.01,134.6,8.41
17,5.jpg,Vahl's Eelpout,12,3.23,142.94,9.64
17,5.jpg,Vahl's Eelpout,13,2.86,129.09,7.63
18,22.jpg,Ballan Wrasse,1,3.54,209.37,141.43
18,22.jpg,Ballan Wrasse,2,3.38,198.5,116.43
18,3.jpg,Blue Whiting,2,6.88,126.38,12.69
18,5.jpg,Norway Pout,1,6.17,140.68,20.23
18,5.jpg,Norway Pout,2,6.89,157,28.87
18,5.jpg,Norway Pout,3,6.42,146.42,23.03
18,5.jpg,Norway Pout,4,6.44,146.72,23.18
18,14.jpg,Norway Pout,1,5.82,132.58,16.69
18,14.jpg,Norway Pout,2,5.77,131.44,16.23
18,14.jpg,Norway Pout,3,5,113.89,10.2
18,14.jpg,Norway Pout,4,5.52,125.83,14.09
18,14.jpg,Norway Pout,5,4.52,103.06,7.38
18,14.jpg,Norway Pout,6,5.39,122.96,13.08
18,14.jpg,Norway Pout,7,5.17,117.88,11.41
18,14.jpg,Norway Pout,8,5.88,133.95,17.26
18,14.jpg,Norway Pout,9,5.05,115.16,10.58
18,14.jpg,Norway Pout,10,5.27,120.11,12.12
18,15.jpg,Norway Pout,1,5.46,124.58,13.64
18,15.jpg,Norway Pout,2,4.81,109.71,9.04
18,15.jpg,Norway Pout,3,5.07,115.6,10.71
18,15.jpg,Norway Pout,4,5.73,130.74,15.95
18,15.jpg,Norway Pout,5,5.26,119.86,12.04
18,15.jpg,Norway Pout,6,5.65,128.84,15.22
18,15.jpg,Norway Pout,7,5.76,131.35,16.2
18,16.jpg,Norway Pout,1,4.66,106.23,8.14
18,16.jpg,Norway Pout,2,4.39,100.02,6.7
18,16.jpg,Norway Pout,3,4.21,95.9,5.84
